step,a_t,norm_r_t,norm_delta_t,backbone_frac,a_dot,r_dot,update_cos_vb,update_abs_cos_vb,probe_ood_acc,probe_in_acc,val_loss,train_loss
1,0.0,0.0,0.0,0.0,0.0,0.0,None,None,0.0,0.0,10.803781318664551,32.42486763000488
200,502.5037288861108,8006.8029272517715,8022.5558965571445,0.003923314056711997,2.5251443662618636,40.23519058920488,None,None,0.005,0.003,1467.8341674804688,20941.93003911349
400,596.8990959683395,8610.010054387367,8630.675620565093,0.004783130762527146,0.47197683541114316,17.634430525623056,0.02675492570215782,0.02675492570215782,0.0035,0.002,6929.860791015625,19117.18775390625
600,18879.274751728786,45117.7527951914,48908.47199037508,0.14900554293669088,91.41187827880223,223.08254724996044,0.3791687423329997,0.3791687423329997,0.0,0.0,167805.44765625,252814.1113696289
650,19381.876088728503,45363.05392462135,49330.15084185984,0.15437136294571588,10.052026739994325,186.04763949096989,None,None,,,,
700,22007.950184770954,47604.199133394206,52445.30147171606,0.17609459103656613,52.521481920849034,380.350052261119,None,None,,,,
750,24308.71446562322,49450.3169179042,55102.15460616935,0.19461971074887924,46.0152856170453,360.1207125662518,None,None,,,,
800,26418.716328730145,50907.37544361771,57354.24523959658,0.21217405929435207,42.2000372621385,347.13488559184356,0.22563459775504727,0.22563459775504727,0.0,0.0,141684.71328125,447988.42998046876
850,26413.510685925212,50766.83438805565,57227.135351409015,0.21303366694165138,-0.10411285609865445,100.36318060263432,0.21413541067058586,0.21413541067058586,,,,
900,26590.545969475475,50548.62349444527,57115.85132103388,0.21674106363936216,3.5407056710052713,181.25133089221023,0.16419383229666307,0.16419383229666307,,,,
950,26238.24169767314,49859.00431476209,56341.50901984388,0.21687650565734806,-7.046085436046706,47.192135603350174,0.09096464733460308,0.09096464733460308,,,,
1000,25817.727705014928,49057.373113357506,55436.27801920303,0.21689418262928242,-8.410279853164248,17.445190321077686,-0.05480529162422761,0.05480529162422761,0.0015,0.0015,147445.46875,4957619.305898437
1050,25385.584882094176,48236.97804001957,54509.02650229964,0.21688898493458927,-8.642856458415045,27.08456744410276,-0.1035755608347432,0.1035755608347432,,,,
1100,24973.241407878355,47431.1200781463,53603.861225411776,0.21704894657427337,-8.246869484316413,49.106129709657,-0.318212383282823,0.318212383282823,,,,
1150,24549.61390332871,46623.44652578452,52691.83341595872,0.2170714524970472,-8.47255009099288,47.755362232561225,-0.3032111470098371,0.3032111470098371,,,,
1200,24115.229006810005,45795.995672718294,51757.29407240189,0.21708991832685468,-8.687697930374124,60.807695165329136,-0.26714588449612003,0.26714588449612003,0.0025,0.002,375919.3546875,574125.4160546875
1250,23723.09728925538,45028.96010603971,50895.899571750335,0.21725870683424228,-7.842634351092492,78.56042036045835,-0.21952744144490619,0.21952744144490619,,,,
1300,24381.769884710862,45563.06575655942,51676.529138838596,0.22260954558609813,13.173451909109644,273.5779789407609,-0.0384433447156874,0.0384433447156874,,,,
1350,27045.096768366184,50494.88213283658,57281.501209443035,0.22291962145236127,53.266537673106434,501.0692229582939,0.08090339422216657,0.08090339422216657,,,,
1400,26945.658021950574,50320.31555961263,57080.6678678737,0.22284325608750188,-1.9887749283121956,197.393081630688,0.08840084207569304,0.08840084207569304,0.0,0.0,191071.4421875,1044037.241640625
1450,26589.75097071301,49691.006881337125,56357.8834020005,0.22259694078472553,-7.118141024751313,161.47771724885052,0.0892090502090049,0.0892090502090049,,,,
1500,34285.54313034371,60842.22545102882,69837.48896944041,0.24101542360140957,153.91584319261398,847.3437214588074,0.19411789665234902,0.19411789665234902,,,,
1550,67938.86036689996,89371.47355267851,112262.85687106631,0.3662387855351074,673.066344731125,1599.381858012064,0.4108940654951536,0.4108940654951536,,,,
1600,76226.35800846046,99959.09265104873,125707.11140886424,0.36769747419753995,165.7499528312101,655.2527551516744,0.4297412126582383,0.4297412126582383,0.0,0.0,16585905.95,25222730.904140625
1650,97410.04568454274,108664.79792716996,145934.07864054476,0.44554754293505766,423.67375352164555,1504.9442978008958,0.5173717997967097,0.5173717997967097,,,,
1700,123261.95165164088,116719.64608686253,169755.66119384865,0.5272414509953521,517.0381193419628,1715.7783958408968,0.5686891388927298,0.5686891388927298,,,,
1750,158844.9236926317,115012.68021392288,196111.26023888116,0.6560570694428305,711.6594408198166,1940.7072690778216,0.5657912585516006,0.5657912585516006,,,,
1800,184579.25252028363,111758.45268350409,215776.39399753616,0.7317418665018529,514.6865765530383,1690.8197517965898,0.5910110685557411,0.5910110685557411,0.0,0.0,61028519.0,142398603.185
1850,189279.84789982595,109377.54336956287,218609.94445342798,0.7496679234725022,94.01190759084653,981.4863720819391,0.5300955257326749,0.5300955257326749,,,,
1900,193464.8648536359,98824.13038012113,217243.7862807435,0.7930662747876912,83.70033907619887,1378.6025901805242,0.44945277347646745,0.44945277347646745,,,,
1950,191425.93835397478,95013.06024346683,213708.6135159516,0.8023382849799617,-40.77852999322233,604.6486823194991,0.27748931613711175,0.27748931613711175,,,,
2000,190829.21785684902,94622.41691929735,213000.4511048981,0.8026545910425522,-11.934409942515195,735.9609019647452,0.06380032836377703,0.06380032836377703,0.0,0.0,99027978.4,313166769.16
2100,182890.9226789577,92739.57480445754,205060.279753808,0.7954652474411659,-79.38295177891327,333.4368495280356,-0.18875369168961412,0.18875369168961412,,,,
2200,175459.07892870266,87237.18117431291,195949.5194105254,0.8017948918727724,-74.31843750255037,161.87711384913663,-0.39512593039008526,0.39512593039008526,0.0,0.0,88507607.6,303132683.44
2300,173460.64805442299,81131.26905107088,191496.42096076848,0.8205038179176541,-19.98430874279671,343.15462844113637,-0.22459247862929327,0.22459247862929327,,,,
2400,173056.35135187334,83232.96672310913,192031.8397876913,0.8121356977071666,-4.042967025496473,491.5221254114183,-0.035231308625702895,0.035231308625702895,0.0,0.0,83924142.4,276169994.8
2500,171493.6844626793,75651.6265669419,187438.66306688436,0.8371010877514953,-15.626668891940499,491.822304202101,-0.030785178728372758,0.030785178728372758,,,,
2600,171146.5899116497,77657.31851609494,187940.98636804376,0.8292653073351304,-3.47094551029586,355.33081464072586,-0.02833445311589829,0.02833445311589829,0.0,0.0,105378683.2,306014424.72
2700,168008.33949211598,77241.09002867443,184913.46118450075,0.8255143432877632,-31.38250419533724,245.52255809936642,-0.0811095373590146,0.0811095373590146,,,,
2800,163376.4929816968,71778.02676448462,178448.77019679197,0.8382084217613921,-46.31846510419186,294.79824215916824,-0.23534743704143196,0.23534743704143196,0.0,0.0,115592249.6,366241428.88
2900,160842.19475396397,70025.73729087594,175424.6718564974,0.8406566165533973,-25.342982277328264,290.22207181410636,-0.16306033442786425,0.16306033442786425,,,,
3000,157536.75125921433,68383.70960549945,171738.63786664934,0.8414488908721004,-33.05443494749634,98.13997999279302,-0.179698056386155,0.179698056386155,0.0,0.0,110084568.4,367279866.0
3100,155082.18540608633,67576.3270635817,169165.7300085342,0.840425169504219,-24.54565853128006,64.93884265740168,-0.3791535817235804,0.3791535817235804,,,,
3200,152950.0841332155,67221.30353600453,167070.14061475627,0.8381114312329238,-21.321012728708155,86.157583711549,-0.3497426481246296,0.3497426481246296,0.0,0.0,103397794.8,354491757.12
3300,151393.13277399627,66611.92838411182,165399.60596622393,0.8378058927152628,-15.56951359219238,12.566470997093631,-0.38465565511052235,0.38465565511052235,,,,
3400,150227.10225297653,66337.81613100265,164222.06946682525,0.8368228666926045,-11.660305210197402,33.660176255508624,-0.5841518395847866,0.5841518395847866,0.0,0.0,101847994.0,337596746.64
3500,149560.4735417359,66635.14752627745,163733.25298025637,0.8343723093522953,-6.66628711240628,121.50242134095657,-0.14388594977039482,0.14388594977039482,,,,
3600,148892.5351998709,66481.75955783538,163060.7598160238,0.8337712698620001,-6.679383418649959,13.061447827450088,-0.10677490750845639,0.10677490750845639,0.0,0.0,102254957.6,333052377.68
3700,148301.26162988608,67807.40036359466,163067.8010666376,0.8270909362695685,-5.912735699848272,108.08317276453026,-0.1092132759408021,0.1092132759408021,,,,
3800,147913.73861931253,69763.40561733651,163540.23002093058,0.8180273423048796,-3.875230105735536,91.13097183901195,-0.05699171023539365,0.05699171023539365,0.0,0.0,121339662.8,367064664.72
3900,147086.43593364878,68915.54245999423,162430.82105270977,0.8199896489712096,-8.273026856637443,114.73950496637234,-0.08413441443370921,0.08413441443370921,,,,
4000,146367.75282698026,69269.59421903657,161931.4538640436,0.8170118961891764,-7.186831066685263,40.62411967454387,-0.15223722967960035,0.15223722967960035,0.0,0.0,115389031.2,392576273.92
